PID,ADDRESS,CV
167 542 268,50 CLEVELAND ST,688400
167 542 269,54 CLEVELAND ST,883800
167 542 270,62 64 CLEVELAND ST,841200
167 542 271,68 CLEVELAND ST,843500
167 542 272,74 CLEVELAND ST,571600
167 542 273,78 CLEVELAND ST,725500
167 542 274,84 CLEVELAND ST,819000
167 542 275,94 CLEVELAND ST,595900
167 542 276 100,100 CLEVELAND ST,464100
167 542 276 102,102 CLEVELAND ST,430800
167 542 276 104,104 CLEVELAND ST,455100
167 542 278,112 CLEVELAND ST,695700
167 542 288,12 MARVIN ST,715900
167 542 289,125 CLEVELAND ST,719900
167 542 290,117 CLEVELAND ST,692900
167 542 291,111 CLEVELAND ST,789300
167 542 292,105 CLEVELAND ST,693900
167 542 294,89 CLEVELAND ST,488500
167 542 295,83 CLEVELAND ST,624100
167 542 296,77 CLEVELAND ST,640800
167 542 297,71 73 CLEVELAND ST,897900
167 542 298,67 CLEVELAND ST,932600
167 542 299,61 CLEVELAND ST,767400
167 543 300,59 CLEVELAND ST,810200
167 543 301,55 CLEVELAND ST,1039700
167 543 302,49 CLEVELAND ST,731200
167 543 303,339 341 LYNN ST,1155500
167 543 304,331 333 LYNN ST,886300
167 543 305,54 DAVEIS ST,600100
167 543 306,58 DAVEIS ST,706700
167 543 307,64 DAVEIS ST,772900
167 543 308,68 DAVEIS ST,667300
167 543 309,74 DAVEIS ST,664200
167 543 310,78 80 DAVEIS ST,751200
167 543 311,84 DAVEIS ST,673500
167 543 315,100 DAVEIS ST,656100
167 543 316,DAVEIS ST,168600
167 543 318,DAVEIS ST,69700
167 543 319,8 MARVIN ST,793500
167 543 333,DAVEIS ST,77900
167 543 334,DAVEIS ST,61500
167 543 335,DAVEIS ST,65400
167 543 336,DAVEIS ST,68200
167 543 337,85 87 DAVEIS ST,839700
167 543 341,79 DAVEIS ST,516900
167 543 342,73 DAVEIS ST,559700
167 543 343,69 DAVEIS ST,704100
167 543 344,65 DAVEIS ST,650100
167 543 345,63 DAVEIS ST,814000
167 543 346,59 DAVEIS ST,677500
167 543 347,325 LYNN ST,635800
167 543 348,321 LYNN ST,504200
167 543 349,317 LYNN ST,675100
167 543 350,315 LYNN ST,580900
167 543 351,10 SARGENT ST,795500
167 543 352,12 SARGENT ST,643300
167 543 353,18 SARGENT ST,593100
167 543 354,22 SARGENT ST,583000
167 543 355,87 CLEVELAND ST,607100
167 543 357,60 CLEVELAND ST,857000
167 551 101,316 318 LYNN ST,925900
167 551 102,24 ANDREW ST,702400
167 551 103,20 ANDREW ST,736400
167 551 104,1 ANDREW CT,608500
167 551 105,12 ANDREW ST,534700
167 551 106,8 ANDREW ST,616300
167 551 107,1419 EASTERN AVE,575200
167 551 108,1425 EASTERN AVE,545400
167 551 109,1431 EASTERN AVE,550000
167 551 110,1437 EASTERN AVE,761200
167 551 111,11 DAVEIS ST,566000
167 551 112,17 DAVEIS ST,559600
167 551 113,21 DAVEIS ST,560900
167 551 114,27 DAVEIS ST,579100
167 551 115,31 DAVEIS ST,679200
167 551 116,328 LYNN ST,513400
167 551 117,326 LYNN ST,650100
167 551 118,320 322 LYNN ST,984800
167 551 119,11 ANDREW CT,564700
167 551 120,16 ANDREW ST,633800
167 552 201,334 LYNN ST,511600
167 552 202,28 DAVEIS ST,489100
167 552 203,22 DAVEIS ST,602600
167 552 204,18 DAVEIS ST,718100
167 552 205,12 DAVEIS ST,601400
167 552 206,1449 EASTERN AVE,746900
167 552 207,1457 1459 EASTERN AVE,812700
167 552 208,1463 EASTERN AVE,891800
167 552 209,11 CLEVELAND ST,883400
167 552 210,15 CLEVELAND ST,652900
167 552 211,17 CLEVELAND ST,578100
167 552 212,19 CLEVELAND ST,651600
167 552 213,338 LYNN ST,598700
168 490 022,LOANDA ST,0
168 490 026,BROADWAY,4773000
168 542 224,MARVIN ST,760000
168 542 232,MARVIN ST,126900
168 542 234,MARVIN ST,34100
168 542 235,DAVEIS ST,47700
168 542 237,DAVEIS ST,35700
168 542 239,CLEVELAND ST,394600
168 542 240,SCOTT ST,69600
168 542 241,SCOTT ST,326400
168 542 244,27 MARVIN ST,1181000
168 542 254,LOANDA ST,405600
168 542 279,CLEVELAND ST,375200
168 542 280,SCOTT ST,85400
168 542 281,DAVEIS ST,109800
168 542 282,165 CLEVELAND ST,28300
168 542 283,157 CLEVELAND ST,28200
168 542 284,153 CLEVELAND ST,56300
168 542 285,CLEVELAND ST,27900
168 542 286,CLEVELAND ST,28200
168 542 287,11 MARVIN ST,754900
168 543 319,7 MARVIN ST,822400
168 543 321,DAVEIS ST,76200
168 543 322A,DAVEIS ST,56200
168 543 322B,DAVEIS ST,56200
168 543 322C,DAVEIS ST,60200
168 543 322D,CLEVELAND ST,56200
168 543 323,DAVEIS ST,110300
168 543 324,DAVEIS ST,33800
168 543 325,DAVEIS ST,40300
168 543 327,DAVEIS ST,34600
168 543 328,DAVEIS ST,74200
168 543 329,DAVEIS ST,63700
168 543 330,DAVEIS ST,32000
168 543 331,DAVEIS ST,63000
168 543 332,DAVEIS ST,34100
168 543 333,DAVEIS ST,32800
169 535 501,65 MORRIS ST,665100
169 535 502,81 MORRIS ST,583100
169 535 503,85 MORRIS ST,662900
169 535 504,40 MONROE ST,698800
169 535 505,53 HANCOCK RD,742900
169 535 506,26 MONROE ST,717200
169 535 507,45 47 HANCOCK RD,1076100
169 535 508,51 HANCOCK RD,951100
169 535 509,57 HANCOCK RD,613100
169 535 510,61 HANCOCK RD,760700
169 535 511,65 HANCOCK RD,627800
169 535 513,215 BEACH ST,3048100
169 535 515,SHURTLEFF ST,100
169 535 516,SHURTLEFF ST,100
169 535 517,73 MORRIS ST,721700
169 539 901,14 BLAINE ST,637300
169 539 902,6 BLAINE ST,636900
169 539 903,371 LYNN ST,752700
169 539 904,375 LYNN ST,614000
169 539 905,379 381 LYNN ST,875900
169 539 906,387 LYNN ST,493600
169 539 907,397 LYNN ST,703800
169 539 908,405 LYNN ST,869100
169 539 909,9 MONROE ST,527000
169 539 910,38 HANCOCK RD,889700
169 539 911,32 HANCOCK RD,673300
169 539 912,24 HANCOCK RD,576900
169 539 913,22 HANCOCK RD,652100
169 539 914,12 HANCOCK RD,710400
169 539 915,10 BLAINE ST,936600
169 539 916,28 HANCOCK RD,589400
169 539 917,391 LYNN ST,586200
169 540 001 1,27 29 SHURTLEFF ST A,562400
169 540 001 2,27 29 SHURTLEFF ST B,556900
169 540 002,15 SHURTLEFF ST,626000
169 540 003,27 HANCOCK RD,552700
169 540 004,33 HANCOCK RD,742300
169 540 005,19 MONROE ST,827500
169 540 006,25 MONROE ST,766500
169 540 007,27 MONROE ST,793500
169 540 008,39 MONROE ST,645800
169 540 009,33 MONROE ST,655500
169 540 010,19 SHURTLEFF ST,659000
169 541 101,44 BLAINE ST,572800
169 541 102,38 BLAINE ST,565600
169 541 103,36 BLAINE ST,559600
169 541 104,34 BLAINE ST,538600
169 541 105,26 BLAINE ST,628300
169 541 106,24 BLAINE ST,755400
169 541 107,7 HANCOCK RD,570200
169 541 108,9 HANCOCK RD,603600
169 541 109,11 HANCOCK RD,628700
169 541 110,21 HANCOCK RD,633200
169 541 111,18 SHURTLEFF ST,796200
169 541 112,24 SHURTLEFF ST,584700
169 541 113,52 MORRIS ST,678500
169 541 114,40 MORRIS ST,862400
169 541 115,38 MORRIS ST,763400
169 541 116,34 MORRIS ST,1135300
169 541 118,15 BRADFORD ST,986300
169 541 119,8 BRADFORD ST,715100
169 541 120,18 MORRIS ST,501600
169 541 121,12 MORRIS ST,641200
169 541 122,50 MORRIS ST,622900
169 541 123,18 BRADFORD ST,794400
169 542 201,BROOKDALE ST,27900
169 542 202,5 MORRIS ST,558800
169 542 204 1,15 MORRIS ST,622900
169 542 204 2,17 MORRIS ST,606400
169 542 205,21 MORRIS ST,573100
169 542 206,27 MORRIS ST,561300
169 542 208,37 MORRIS ST,629900
169 542 209,41 MORRIS ST,655500
169 542 210,51 MORRIS ST,1011000
169 542 211,57 MORRIS ST,708700
169 542 214,47 MORRIS ST,738900
169 542 215,BROOKDALE ST,34400
169 542 216,BROOKDALE ST,30300
169 542 217,BROOKDALE ST,34400
169 542 218,BROOKDALE ST,32300
169 542 219,BROOKDALE ST,28200
169 542 220,BROOKDALE ST,28200
169 542 221,BROOKDALE ST,104600
169 542 222,BLAINE ST,33700
169 542 223,BROOKDALE ST,447400
169 542 225,MEADOW ST,49400
169 542 226,MEADOW ST,62100
169 542 227,MEADOW ST,50000
169 542 228,MEADOW ST,54400
169 542 229,MEADOW ST,364400
169 542 230,90 BLAINE ST,110900
169 542 231,BLAINE ST,65300
170 500 030,1426 EASTERN AVE,928900
170 500 031,1432 EASTERN AVE,728800
170 500 032,1438 1440 EASTERN AVE,877400
170 500 033,1444 1446 EASTERN AVE,710000
170 500 034,1450 1452 EASTERN AVE,734800
170 501 123,172 OLIVER ST,812700
170 501 124,168 OLIVER ST,1009400
170 501 125,162 164 OLIVER ST,934500
170 501 126,158 160 OLIVER ST,846600
170 501 127,154 OLIVER ST,824800
170 501 128,150 152 OLIVER ST,752100
170 501 129,146 OLIVER ST,810600
170 501 130,144 OLIVER ST,631900
170 501 131,138 140 OLIVER ST,820700
170 501 132,134 136 OLIVER ST,915800
170 511 101,151 OLIVER ST,577200
170 511 102,60 SPRINGDALE ST,622000
170 511 103,58 SPRINGDALE ST,637200
170 511 104,52 SPRINGDALE ST,775900
170 511 105,48 50 SPRINGDALE ST,735000
170 511 106,42 44 SPRINGDALE ST,791500
170 511 107,38 40 SPRINGDALE ST,816000
170 511 108,34 36 SPRINGDALE ST,900000
170 511 109,32 SPRINGDALE ST,904200
170 511 110,28 30 SPRINGDALE ST,797000
170 511 111,24 SPRINGDALE ST,739100
170 511 112,20 SPRINGDALE ST,647700
170 511 113,16 SPRINGDALE ST,688500
170 511 114,12 SPRINGDALE ST,668600
170 511 115,SPRINGDALE ST,28100
170 511 118,33 35 BEACH ST,824800
170 511 119,37 39 BEACH ST,801300
170 511 120 1,41 BEACH ST A,460900
170 511 120 2,41 BEACH ST B,620900
170 511 121,5 7 CLAPP ST,943000
170 511 122,9 11 CLAPP ST,992900
170 511 123,15 17 CLAPP ST,907200
170 511 124,19 CLAPP ST,954700
170 511 125,25 27 CLAPP ST,938700
170 511 126,29 31 CLAPP ST,762500
170 511 127,33 35 CLAPP ST,963200
170 511 128,37 CLAPP ST,771800
170 511 129,139 OLIVER ST,990700
170 511 130,145 OLIVER ST,583200
170 513 301,163 LAWRENCE ST,906300
170 513 302,55 BEACH ST,1048800
170 513 303,63 BEACH ST,746800
170 513 304 65,65 67 BEACH ST 65,640400
170 513 304 67,65 67 BEACH ST 67,591800
170 513 305,155 LAWRENCE ST,805000
170 513 306,159 LAWRENCE ST,792600
170 513 307,16 CLAPP ST,691700
170 514 401,129 OLIVER ST,509000
170 514 402,40 CLAPP ST,513800
170 514 403,36 CLAPP ST,729500
170 514 404,166 LAWRENCE ST,827600
170 514 405,160 LAWRENCE ST,685400
170 514 406,156 LAWRENCE ST,860300
170 514 407,152 LAWRENCE ST,866000
170 514 408,146 LAWRENCE ST,1719200
170 514 409,105 OLIVER ST,657500
170 514 410,138 LAWRENCE ST,622900
170 514 411,97 BEACH ST,671900
170 514 412,99 BEACH ST,809100
170 514 413,107 109 BEACH ST,1658200
170 514 414,93 OLIVER ST,678700
170 514 415,97 OLIVER ST,703300
170 514 416,101 OLIVER ST,554800
170 514 417,107 109 OLIVER ST,846600
170 514 418,111 113 OLIVER ST,951000
170 514 419,117 OLIVER ST,783900
170 514 420,121 OLIVER ST,637100
170 514 421,123 OLIVER ST,523700
170 515 501,128 OLIVER ST,812300
170 515 502,124 OLIVER ST,683700
170 515 503,120 OLIVER ST,580300
170 515 504,116 OLIVER ST,828500
170 515 505,114 OLIVER ST,1076500
170 515 506,110 OLIVER ST,809500
170 515 507,104 OLIVER ST,589700
170 515 508,102 OLIVER ST,872600
170 515 509,96 OLIVER ST,623700
170 515 510,94 OLIVER ST,553200
170 515 511,92 OLIVER ST,523600
170 515 512,90 OLIVER ST,631600
170 515 513,86 88 OLIVER ST,913500
170 515 514,82 OLIVER ST,821400
170 515 515,121 BEACH ST,713900
170 537 701,1466 1468 EASTERN AVE,912700
170 537 702,1470 1472 EASTERN AVE,832500
170 537 703,1474 1476 EASTERN AVE,809100
170 537 704,1478 1480 EASTERN AVE,891000
170 537 705,1488 EASTERN AVE,895100
170 537 706,1502 EASTERN AVE,628500
170 537 707,1512 EASTERN AVE,662700
170 537 708,1514 EASTERN AVE,757700
170 537 709,1522 EASTERN AVE,685300
170 537 710,1528 EASTERN AVE,650500
170 537 711,1538 EASTERN AVE,2639100
170 537 714,1496 EASTERN AVE,613300
170 538 801,354 LYNN ST,803600
170 538 802,18 CLEVELAND ST,509400
170 538 803,12 CLEVELAND ST,963800
170 538 804,1479 EASTERN AVE,582000
170 538 805,1491 EASTERN AVE,660100
170 538 806,374 LYNN ST,1027500
170 538 807,1507 1509 EASTERN AVE,993000
170 538 808,1519 EASTERN AVE,710800
170 538 809,388 LYNN ST,919700
170 538 810,384 386 LYNN ST,716200
170 538 811,378 LYNN ST,760300
170 538 812,370 LYNN ST,837500
170 538 813,360 LYNN ST,866100
170 538 814,1485 EASTERN AVE,609400
171 516 601,S LAWRENCE ST,58400
171 529 901,551 LYNN ST,481100
171 529 902,555 LYNN ST,748900
171 529 903,563 LYNN ST,628200
171 529 904,567 LYNN ST,383500
171 529 905,571 LYNN ST,204900
171 530 001,118 120 BEACH ST,899400
171 530 002,114 BEACH ST,557800
171 530 003,110 112 BEACH ST,1139900
171 530 004,9 HALL ST,569700
171 530 005,114 LAWRENCE ST,601000
171 530 006,110 112 LAWRENCE ST,887500
171 530 007,106 108 LAWRENCE ST,855500
171 530 008,102 104 LAWRENCE ST,863000
171 530 009,98 100 LAWRENCE ST,867100
171 530 010,96 LAWRENCE ST,961300
171 530 011,92 94 LAWRENCE ST,807700
171 530 012,86 LAWRENCE ST,675700
171 530 013,84 LAWRENCE ST,620600
171 530 014,76 LAWRENCE ST,693400
171 530 015,70 LAWRENCE ST,553800
171 530 016,66 68 LAWRENCE ST,867500
171 530 017,64 LAWRENCE ST,619000
171 530 018,60 LAWRENCE ST,773100
171 530 019,56 LAWRENCE ST,659900
171 530 020,50 LAWRENCE ST,870200
171 530 021,95 REVERE ST,551100
171 530 022,99 REVERE ST,550000
171 530 023,5 OLIVER ST,1009700
171 530 024,11 OLIVER ST,754700
171 530 025,17 OLIVER ST,678200
171 530 026 1,21 OLIVER ST 1,421200
171 530 026 2,21 OLIVER ST 2,478800
171 530 026 3,23 OLIVER ST 3,300600
171 530 027,27 OLIVER ST,649900
171 530 028,29 OLIVER ST,820000
171 530 029,39 OLIVER ST,766000
171 530 030,45 OLIVER ST,592300
171 530 031,47 49 OLIVER ST,918100
171 530 032,51 53 OLIVER ST,775800
171 530 033,55 57 OLIVER ST,894400
171 530 034,59 61 OLIVER ST,814700
171 530 035,63 65 OLIVER ST,771400
171 530 036,BEACH ST,3100
171 530 037,35 OLIVER ST,763700
171 530 038,1 OLIVER ST,793700
171 531 101,64 OLIVER ST,801600
171 531 102,60 62 OLIVER ST,1101300
171 531 103,58 OLIVER ST,941500
171 531 104,52 54 OLIVER ST,769800
171 531 105,50 OLIVER ST,694100
171 531 106,44 OLIVER ST,758100
171 531 107,42 OLIVER ST,958700
171 531 108,36 38 OLIVER ST,945100
171 531 109,34 OLIVER ST,750700
171 531 110,30 OLIVER ST,796600
171 531 111,26 OLIVER ST,825700
171 531 112,16 OLIVER ST,477900
171 531 113,24 OLIVER ST,795900
171 532 201,LYNN ST,391600
171 533 301,200 204 BEACH ST,1018600
171 533 302,192 BEACH ST,273000
171 533 303,479 481 LYNN ST,722200
171 533 304,487 493 LYNN ST,1352900
171 533 305,497 LYNN ST,721200
171 533 306,505 LYNN ST,720500
171 533 307,14 WESLEY ST,312400
171 533 308,485 LYNN ST,298300
171 534 401,1 WESLEY ST,3782900
171 534 402,1 WESLEY ST,193900
171 536 601,14 MONROE ST,802900
171 536 602,10 MONROE ST,563900
171 536 603,425 427 LYNN ST,1205500
171 536 604,437 LYNN ST,723400
171 536 605,445 LYNN ST,743500
171 536 606,455 LYNN ST,1133600
171 536 608,187 189 BEACH ST,640900
171 536 609,195 BEACH ST,492100
171 536 610,68 HANCOCK RD,1145000
171 536 611,62 HANCOCK RD,610700
171 536 612,60 HANCOCK RD,755900
171 536 613,56 HANCOCK RD,630600
171 536 614,185 BEACH ST,109800
171 537 712,1556 EASTERN AVE,784700
171 537 713,155 163 BEACH ST,2319500
172 512 201,76 BEACH ST,630400
172 512 202,74 BEACH ST,792100
172 512 203,68 BEACH ST,634600
172 512 204,62 BEACH ST,893400
172 512 205,58 60 BEACH ST,836600
172 512 206,54 BEACH ST,662000
172 512 207,50 BEACH ST,562200
172 512 224,38 CLAPP STREET EX,4645900
172 512 225,CLAPP STREET EX,41500
172 512 226,1211 SALEM ST,841000
172 512 227,1221 SALEM ST,597900
172 512 228,1223 SALEM ST,753300
172 512 229,1229 SALEM ST,628400
172 512 230,1233 SALEM ST,660800
172 512 233,1239 SALEM ST,840300
172 512 234,1245 SALEM ST,652300
172 512 237 1,2 ANDERSON WY,501500
172 512 237 2,4 ANDERSON WY,476200
172 512 237 3,6 ANDERSON WY,472600
172 512 237 4,8 ANDERSON WY,504200
172 512 237 5,10 ANDERSON WY,504200
172 512 237 6,12 ANDERSON WY,473400
172 512 237 7,14 ANDERSON WY,474100
172 512 237 8,16 ANDERSON WY,466100
172 512 237 9,18 ANDERSON WY,558700
172 512 238,1251 1253 SALEM ST,873900
172 512 239,1255 1257 SALEM ST,893500
172 512 240,1259 SALEM ST,612600
172 512 241,1273 SALEM ST,555600
172 512 242,1275 SALEM ST,601800
172 512 243,1279 SALEM ST,633000
172 512 244,17 BRENTWOOD ST,672700
172 512 245,21 BRENTWOOD ST,625600
172 512 247,25 BRENTWOOD ST,614800
172 512 248,29 BRENTWOOD ST,551100
172 512 250,45 BRENTWOOD ST,808400
172 512 251,66 WHEELER ST,628500
172 512 252,62 WHEELER ST,541900
172 512 253,56 WHEELER ST,574300
172 512 254,52 WHEELER ST,564400
172 512 255,48 WHEELER ST,595300
172 512 256,42 WHEELER ST,658100
172 512 257,38 WHEELER ST,549200
172 512 258,34 WHEELER ST,900700
172 512 259,30 WHEELER ST,681000
172 512 260,24 WHEELER ST,692200
172 512 261,20 WHEELER ST,563000
172 517 701,90 92 BEACH ST,926300
172 517 702,11 WHEELER ST,659000
172 517 703,15 WHEELER ST,643300
172 517 704,21 WHEELER ST,598700
172 517 705,25 WHEELER ST,573600
172 517 706,31 WHEELER ST,602900
172 517 707,45 WHEELER ST,608400
172 517 708,53 WHEELER ST,638400
172 517 709,55 BRENTWOOD ST,577900
172 517 710,61 BRENTWOOD ST,646900
172 517 711,65 BRENTWOOD ST,652000
172 517 712,69 BRENTWOOD ST,678400
172 517 713,73 BRENTWOOD ST,630500
172 517 714,77 BRENTWOOD ST,627600
172 517 715,83 BRENTWOOD ST,616200
172 517 716,121 LAWRENCE ST,657800
172 517 718,123 125 LAWRENCE ST,767200
173 173 200,BRENTWOOD ST,502700
173 518 801,109 111 LAWRENCE ST,811600
173 518 802,78 BRENTWOOD ST,626700
173 518 803,7 WESMUR RD,526400
173 518 804,13 WESMUR RD,649400
173 518 805,17 WESMUR RD,579700
173 518 806,23 WESMUR RD,582000
173 518 807,27 WESMUR RD,572500
173 518 808,35 WESMUR RD,566100
173 518 809,39 WESMUR RD,638700
173 518 810,45 WESMUR RD,678600
173 518 811,49 WESMUR RD,674500
173 518 812,51 WESMUR RD,603000
173 518 813,61 WESMUR RD,650300
173 518 814,65 WESMUR RD,650800
173 518 815,77 79 REVERE ST,824000
173 518 816,47 LAWRENCE ST,700900
173 518 817 1,51 LAWRENCE ST 1,443600
173 518 817 2,51 LAWRENCE ST 2,442100
173 518 817 3,51 LAWRENCE ST 3,441900
173 518 818,53 LAWRENCE ST,719300
173 518 819,59 LAWRENCE ST,785400
173 518 820,63 LAWRENCE ST,842200
173 518 821,65 67 LAWRENCE ST,742800
173 518 822,71 LAWRENCE ST,816600
173 518 823,79 LAWRENCE ST,659700
173 518 824,83 LAWRENCE ST,785500
173 518 825,89 91 LAWRENCE ST,796100
173 518 826,95 97 LAWRENCE ST,890500
173 518 827,99 101 LAWRENCE ST,899200
173 518 828,105 107 LAWRENCE ST,823800
173 519 901,64 66 BRENTWOOD ST,858100
173 519 902,60 62 BRENTWOOD ST,885100
173 519 903,58 BRENTWOOD ST,567500
173 519 905,52 BRENTWOOD ST,840300
173 519 907,17 GRANT RD,650500
173 519 908,23 GRANT RD,583100
173 519 909,42 WESMUR RD,567300
173 519 910,33 GRANT RD,659600
173 519 911,39 GRANT RD,705400
173 519 912,43 GRANT RD,461300
173 519 913,49 GRANT RD,453000
173 519 914,53 GRANT RD,487200
173 519 915,59 61 REVERE ST,900700
173 519 916,63 65 REVERE ST,809800
173 519 917,67 69 REVERE ST,876500
173 519 918,68 WESMUR RD,600700
173 519 919,62 WESMUR RD,788800
173 519 920,58 WESMUR RD,703600
173 519 921,52 WESMUR RD,641400
173 519 922,36 WESMUR RD,525100
173 519 923,32 WESMUR RD,591500
173 519 924,26 WESMUR RD,639300
173 519 925,22 WESMUR RD,629100
173 519 926,46 WESMUR RD,524700
173 519 927,27 GRANT RD,700800
173 520 001,6 GRANT RD,689000
173 520 003,34 BRENTWOOD ST,602600
173 520 004,28 BRENTWOOD ST,745000
173 520 005,24 BRENTWOOD ST,771700
173 520 006,20 BRENTWOOD ST,707000
173 520 007,16 BRENTWOOD ST,670100
173 520 008,12 BRENTWOOD ST,590500
173 520 009,1291 SALEM ST,549100
173 520 010,1299 SALEM ST,832000
173 520 011,1305 SALEM ST,809900
173 520 012,22 JOY TR,735900
173 520 013,18 JOY TR,560100
173 520 014,33 FLEMING RD,652300
173 520 015,36 FLEMING RD,680000
173 520 016,30 FLEMING RD,664100
173 520 017,24 FLEMING RD,658800
173 520 018,18 FLEMING RD,657900
173 520 019,11 JOY TR,611300
173 520 020,17 JOY TR,615000
173 520 021,25 JOY TR,624400
173 520 022,1315 1315A SALEM ST,861100
173 520 023,1323 SALEM ST,545600
173 520 024,1329 SALEM ST,699900
173 520 025,15 REVERE ST,603600
173 520 026,21 23 REVERE ST,1099300
173 520 027,29 REVERE ST,755800
173 520 028,37 REVERE ST,624000
173 520 029,45 REVERE ST,523300
173 520 030,49 REVERE ST,741700
173 520 031,42 GRANT RD,487700
173 520 032,36 GRANT RD,680100
173 520 033,20 GRANT RD,711100
173 520 034,12 JOY TR,612900
173 520 035,23 JOY TR,595300
173 520 036,3 REVERE ST,629300
173 520 037,9 REVERE ST,622500
173 520 038,13 REVERE ST,674000
173 520 039,12 FLEMING RD,607100
173 520 040,19 FLEMING RD,653200
173 520 041,1313 SALEM ST,762300
173 520 042,28 GRANT RD,709100
174 521 101,66 REVERE ST,585400
174 521 102,62 REVERE ST,637500
174 521 104,42 REVERE ST,635400
174 521 105,40 REVERE ST,481600
174 521 106,34 REVERE ST,521500
174 521 107,30 REVERE ST,685100
174 521 108,26 REVERE ST,644900
174 521 109,22 REVERE ST,640000
174 521 110,18 REVERE ST,686600
174 521 111,12 REVERE ST,597100
174 521 112,10 REVERE ST,560500
174 521 113,1345 1347 SALEM ST,688800
174 521 114,1351 SALEM ST,607300
174 521 115,7 FAIRFIELD AVE,631500
174 521 116,21 23 FAIRFIELD AVE,833700
174 521 117,33 FAIRFIELD AVE,743200
174 521 118,DELTA TR,29000
174 521 119,30 32 FAIRFIELD AVE,971200
174 521 120,1 TRAVEERSE TR,610100
174 521 121,3 5 TRAVEERSE TR,837600
174 521 122,11 TRAVEERSE TR,596300
174 521 123,9 TRAVEERSE TR,661000
174 521 124,47 STATE HIGHWAY,532500
174 521 125,FAIRFIELD AVE,38000
174 521 128,STATE HIGHWAY,10000
174 521 129,634 638 LYNN ST,755800
174 521 130,620 LYNN ST,535400
174 521 131,616 LYNN ST,672600
174 521 132,610 LYNN ST,677400
